# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	6880
#@/user_id	ISuthRain
bing cun 	並存	c=1 d=0.865022 t=6880
bo ke 	博客	c=4 d=0.292893 t=6880
bu 	不	c=24 d=1.90127 t=6880
bu 	布	c=1 d=0.666977 t=6880
bu an zhuang 	不安裝	c=1 d=0.00444934 t=6880
bu bu 	不不	c=1 d=0.251579 t=6880
bu can jia 	不參加	c=1 d=0.0218184 t=6880
bu chong yao 	不重要	c=1 d=0.190139 t=6880
bu chu lai 	不出來	c=1 d=0.0495388 t=6880
bu chu men 	不出門	c=1 d=0.453845 t=6880
bu cuo 	不錯	c=1 d=0.97531 t=6880
bu da 	不大	c=2 d=0.575047 t=6880
bu dai 	不帶	c=1 d=0.0332068 t=6880
bu dao 	不到	c=2 d=0.146611 t=6880
bu de bu 	不得不	c=1 d=0.941765 t=6880
bu ding 	布丁	c=1 d=0.474734 t=6880
bu dong 	不動	c=1 d=0.214381 t=6880
bu dong 	不懂	c=2 d=0.0114199 t=6880
bu dui 	不對	c=1 d=0.891366 t=6880
bu gao 	不高	c=1 d=0.744532 t=6880
bu gen 	不跟	c=2 d=0.555216 t=6880
bu gou 	不夠	c=3 d=0.54789 t=6880
bu gua 	不掛	c=1 d=0.280832 t=6880
bu guan 	不管	c=3 d=0.369723 t=6880
bu guo 	不過	c=7 d=1.06797 t=6880
bu hao 	不好	c=3 d=0.402714 t=6880
bu hui 	不會	c=6 d=0.716262 t=6880
bu ji jiao 	不計較	c=1 d=0.118245 t=6880
bu jian 	不見	c=2 d=0.743163 t=6880
bu jian guai 	不見怪	c=1 d=0.927743 t=6880
bu jing ya 	不驚訝	c=1 d=0.494109 t=6880
bu jiu shi 	不就是	c=2 d=0.873716 t=6880
bu kai qi 	不開啓	c=1 d=0.97531 t=6880
bu ke 	不可	c=1 d=0.965605 t=6880
bu ke neng 	不可能	c=2 d=0.494109 t=6880
bu ke si yi 	不可思議	c=1 d=0.574072 t=6880
bu le 	不了	c=3 d=1.7366 t=6880
bu mai 	不買	c=1 d=0.371577 t=6880
bu ming bai 	不明白	c=2 d=0.0581343 t=6880
bu neng 	不能	c=9 d=1.05224 t=6880
bu qi 	不起	c=1 d=0.158025 t=6880
bu qing chu 	不清楚	c=2 d=0.722527 t=6880
bu qu 	不去	c=1 d=0.00147367 t=6880
bu quan 	補全	c=8 d=0.855778 t=6880
bu quan shi 	不全是	c=1 d=0.205975 t=6880
bu ran 	不然	c=1 d=0.0167392 t=6880
bu ren 	不忍	c=1 d=0.0190631 t=6880
bu shang 	不上	c=0 d=0.0782705 t=6880
bu shang ji 	不上幾	c=1 d=0.786628 t=6880
bu shen 	不審	c=1 d=0.579842 t=6880
bu shi 	不失	c=1 d=0.028297 t=6880
bu shi 	不是	c=21 d=2.07846 t=6880
bu shi yong 	不使用	c=3 d=0.767206 t=6880
bu shu fu 	不舒服	c=1 d=0.298197 t=6880
bu shuo 	不說	c=0 d=0.00824965 t=6880
bu shuo wo men 	不說我們	c=1 d=0.08291 t=6880
bu tai 	不太	c=3 d=0.479505 t=6880
bu tai qing chu 	不太清楚	c=1 d=0.574072 t=6880
bu tong 	不同	c=1 d=0.268474 t=6880
bu wan 	不完	c=1 d=0.0862936 t=6880
bu wu zheng ye 	不務正業	c=1 d=0.04573 t=6880
bu xi huan 	不喜歡	c=0 d=0.00893673 t=6880
bu xiang 	不想	c=2 d=0.206648 t=6880
bu xin xu 	不心虛	c=1 d=0.272532 t=6880
bu xing 	不行	c=4 d=1.1074 t=6880
bu xu yao 	不需要	c=3 d=0.0787952 t=6880
bu yan er yu 	不言而喻	c=1 d=0.364219 t=6880
bu yao 	不要	c=10 d=1.47428 t=6880
bu yao dan xin 	不要擔心	c=1 d=0.031117 t=6880
bu yi ding 	不一定	c=1 d=0.219808 t=6880
bu ying gai 	不應該	c=1 d=0.574072 t=6880
bu yong 	不用	c=5 d=0.806985 t=6880
bu you hao 	不友好	c=1 d=0.733447 t=6880
bu zai 	不在	c=1 d=0.0992613 t=6880
bu zhi 	不知	c=1 d=0.145148 t=6880
bu zhi dao 	不知道	c=12 d=1.61276 t=6880
cai 	才	c=10 d=1.19867 t=6880
cai 	菜	c=9 d=1.0382 t=6880
cai dan 	菜單	c=1 d=0.311923 t=6880
cai dao 	猜到	c=1 d=0.168638 t=6880
cai fa xian 	才發現	c=1 d=0.865022 t=6880
cai fan er 	才反而	c=1 d=0.755784 t=6880
cai fu 	財富	c=1 d=0.167797 t=6880
cai guo 	才過	c=1 d=0.522046 t=6880
cai hao 	纔好	c=2 d=0.585669 t=6880
cai hui 	纔會	c=1 d=0.276651 t=6880
cai ji shi yuan zui 	菜即是原罪	c=1 d=0.606531 t=6880
cai neng 	才能	c=4 d=0.74464 t=6880
cai niao 	菜鳥	c=6 d=0.98626 t=6880
cai shi 	纔是	c=3 d=0.98256 t=6880
cai zhi dao 	才知道	c=1 d=0.759572 t=6880
can 	慘	c=5 d=0.531288 t=6880
can yu 	參與	c=1 d=0.150318 t=6880
cang ku 	倉庫	c=1 d=0.628135 t=6880
cao 	槽	c=1 d=0.272532 t=6880
cao zuo 	操作	c=3 d=0.565525 t=6880
ce mian 	側面	c=1 d=0.860708 t=6880
ce shi 	測試	c=3 d=0.874561 t=6880
ce su 	測速	c=1 d=0.444858 t=6880
cha 	差	c=2 d=0.018968 t=6880
cha 	查	c=2 d=0.904874 t=6880
cha bu duo 	差不多	c=6 d=0.536932 t=6880
cha jian 	插件	c=6 d=1.58191 t=6880
cha kan 	查看	c=1 d=0.292293 t=6880
cha ru 	插入	c=1 d=0.0081887 t=6880
cha xun 	查詢	c=1 d=1 t=6838
cha zhao 	查找	c=1 d=0.0420036 t=6880
chan 	產	c=1 d=0.19593 t=6880
chang 	常	c=1 d=0.591555 t=6880
chang 	長	c=2 d=0.142274 t=6880
chang de 	長得	c=1 d=0.255381 t=6880
chang du 	長度	c=1 d=0.408608 t=6880
chang mian 	場面	c=1 d=0.0235177 t=6880
chang qi 	長期	c=2 d=0.268655 t=6880
chang shi 	嘗試	c=2 d=0.748493 t=6880
chang yong 	常用	c=1 d=1 t=6825
chao 	炒	c=3 d=0.66034 t=6880
chao 	超	c=1 d=0.246597 t=6880
chao feng 	嘲諷	c=1 d=0.0169922 t=6880
chao ji 	超級	c=1 d=0.116484 t=6880
chao you yu 	炒魷魚	c=3 d=0.429768 t=6880
chen bin 	陳斌	c=1 d=0.29671 t=6880
chen yi xun 	陳奕迅	c=1 d=0.305746 t=6880
cheng 	城	c=1 d=0.404542 t=6880
cheng 	成	c=7 d=1.31804 t=6880
cheng 	稱	c=1 d=0.164474 t=6880
cheng gong 	成功	c=3 d=1.14705 t=6880
cheng le 	成了	c=0 d=0.00208584 t=6880
cheng le lo 	成了咯	c=1 d=0.0209629 t=6880
cheng wei 	成爲	c=1 d=0.197899 t=6880
cheng xu 	程序	c=2 d=0.851455 t=6880
cheng xu yuan 	程序員	c=0 d=0.00335406 t=6880
cheng yu 	成語	c=1 d=0.955997 t=6880
chi 	吃	c=4 d=0.986058 t=6880
chi zhi yi bi 	嗤之以鼻	c=1 d=0.0177743 t=6880
chong 	衝	c=1 d=0.121846 t=6880
chong xin 	重新	c=1 d=0.65377 t=6880
chong yao 	重要	c=1 d=0.826959 t=6880
chou chang 	惆悵	c=1 d=0.090718 t=6880
chu chu 	處處	c=1 d=0.299692 t=6880
chu fa 	觸發	c=2 d=0.064894 t=6880
chu huo 	出貨	c=1 d=0.718924 t=6880
chu lai 	出來	c=6 d=0.963412 t=6880
chu lai de 	出來的	c=1 d=0.276651 t=6880
chu le 	除了	c=2 d=0.591555 t=6880
chu le wo 	除了我	c=1 d=0.900325 t=6880
chu men 	出門	c=1 d=0.0639279 t=6880
chu ming 	出名	c=2 d=0.334354 t=6880
chu qu 	出去	c=1 d=0.236928 t=6880
chu tou 	出頭	c=1 d=0.349938 t=6880
chu xian guo 	出現過	c=1 d=0.00663763 t=6880
chuan 	傳	c=1 d=0.227638 t=6880
chuan kou 	串口	c=6 d=1.23847 t=6880
chuan qi 	傳奇	c=1 d=0.170333 t=6880
chuan tou 	穿透	c=4 d=0.273559 t=6880
chuang jian 	創建	c=3 d=0.0483536 t=6880
chuang jian de 	創建的	c=1 d=0.315058 t=6880
chuang kou 	窗口	c=2 d=0.7097 t=6880
chui 	吹	c=3 d=0.769724 t=6880
chuo zhao 	輟朝	c=1 d=0.29523 t=6880
ci 	此	c=1 d=0.625002 t=6880
ci 	詞	c=2 d=0.420226 t=6880
ci di 	此地	c=1 d=0.29671 t=6880
ci dian 	詞典	c=2 d=0.99005 t=6880
ci hui 	詞彙	c=3 d=2.94128 t=6880
ci ji 	刺激	c=1 d=0.786628 t=6880
cong 	從	c=2 d=0.609501 t=6880
cong ling 	從零	c=1 d=0.494109 t=6880
cu ti 	粗體	c=3 d=1.45743 t=6880
cui 	催	c=1 d=0.657047 t=6880
cun chu 	存儲	c=1 d=0.460704 t=6880
cuo wei 	錯位	c=1 d=0.308819 t=6880
cuo wu 	錯誤	c=2 d=0.923116 t=6880
da 	噠	c=1 d=0.128735 t=6880
da 	大	c=7 d=1.41385 t=6880
da an 	答案	c=1 d=0.316637 t=6880
da bu da 	打不打	c=1 d=0.0735345 t=6880
da can 	大餐	c=1 d=0.794534 t=6880
da ci dian 	大詞典	c=1 d=0.980199 t=6880
da diao 	打掉	c=1 d=0.0569831 t=6880
da gai 	大概	c=1 d=0.337902 t=6880
da ge 	打個	c=1 d=0.767206 t=6880
da jia 	大家	c=7 d=1.43627 t=6880
da jian 	搭建	c=2 d=0.56836 t=6880
da kai 	打開	c=7 d=2.41493 t=6880
da keng 	大坑	c=2 d=0.737123 t=6880
da lao 	大佬	c=5 d=0.373439 t=6880
da liang 	大量	c=2 d=0.394554 t=6880
da liu 	大陸	c=1 d=0.0140519 t=6880
da lu 	大陸	c=3 d=0.662554 t=6880
da nao 	大鬧	c=1 d=0.527292 t=6880
da tou zhen 	打頭陣	c=1 d=1 t=6880
da xiao 	大小	c=4 d=1.27723 t=6880
da xing 	大型	c=1 d=0.0238732 t=6880
da xue 	大學	c=1 d=0.927743 t=6880
da yu 	大於	c=1 d=0.32628 t=6880
da zhuan 	大專	c=1 d=0.12493 t=6880
dai 	代	c=1 d=0.329559 t=6880
dai 	帶	c=2 d=0.208357 t=6880
dai 	待	c=3 d=0.315204 t=6880
dai hui 	待會	c=1 d=0.557106 t=6880
dai lai 	帶來	c=1 d=0.0133665 t=6880
dai li 	代理	c=14 d=1.20205 t=6880
dai ma 	代碼	c=9 d=1.06819 t=6880
dai ma kuai 	代碼塊	c=1 d=0.0668703 t=6880
dai tou 	帶頭	c=1 d=0.181772 t=6880
dan 	但	c=4 d=1.05335 t=6880
dan 	單	c=1 d=0.2334 t=6880
dan 	蛋	c=1 d=0.554327 t=6880
dan chun 	單純	c=1 d=0.00527382 t=6880
dan pian ji 	單片機	c=7 d=1.84961 t=6880
dan shi 	但是	c=17 d=0.788891 t=6880
dan wei 	單位	c=1 d=0.299692 t=6880
dan xin 	擔心	c=3 d=1.3157 t=6880
dang 	當	c=3 d=1.25664 t=6880
dang chu 	當初	c=8 d=1.43719 t=6880
dang qian 	當前	c=3 d=0.603002 t=6880
dang xia 	當下	c=2 d=1.31141 t=6880
dao 	到	c=26 d=2.21596 t=6880
dao 	島	c=2 d=0.40952 t=6880
dao hang 	導航	c=1 d=0.00177315 t=6880
dao lai 	到來	c=2 d=0.2334 t=6880
dao le 	到了	c=1 d=0.900325 t=6880
dao qian 	道歉	c=1 d=0.0889216 t=6880
dao shi 	倒是	c=4 d=1.06014 t=6880
dao shi 	到時	c=9 d=1.30325 t=6880
dao shu 	倒數	c=0 d=0.0980199 t=6880
dao shu ri 	倒數日	c=1 d=0.985112 t=6880
dao tou 	到頭	c=1 d=0.0792617 t=6880
dao wo 	到我	c=1 d=0.0218184 t=6880
dao zhi 	導致	c=3 d=0.822835 t=6880
dao zhi de 	導致的	c=1 d=0.937067 t=6880
de 	得	c=1 d=0.00565622 t=6880
de 	的	c=302 d=11.4408 t=6880
de dao 	得到	c=1 d=0.0977834 t=6880
de gu la 	德古拉	c=1 d=0.14808 t=6880
de hua 	的話	c=1 d=0.386741 t=6880
de ji ge 	的幾個	c=1 d=0.159614 t=6880
de le 	得了	c=1 d=0.0365162 t=6880
de li 	得利	c=0 d=0.07864 t=6880
de li na ge 	得利那個	c=1 d=0.562705 t=6880
de li zhe 	得利者	c=1 d=0.615697 t=6880
deng 	等	c=3 d=0.592262 t=6880
deng dai 	等待	c=1 d=0.0987662 t=6880
deng hui 	等會	c=2 d=0.209224 t=6880
deng lu 	登錄	c=2 d=0.70568 t=6880
deng ni 	等你	c=1 d=0.1764 t=6880
deng xia 	等下	c=2 d=0.121767 t=6880
deng zhe 	等着	c=1 d=0.0459593 t=6880
di 	低	c=1 d=0.386741 t=6880
di 	地	c=1 d=0.440432 t=6880
di 	弟	c=0 d=0.0637628 t=6880
di 	滴	c=2 d=0.358796 t=6880
di 	迪	c=1 d=0.995012 t=6880
di diao 	低調	c=1 d=0.26054 t=6880
di ren 	敵人	c=1 d=0.980199 t=6880
di si ban 	第四版	c=1 d=0.882497 t=6880
di wei 	地位	c=1 d=0.035437 t=6880
di yi 	第一	c=1 d=0.0632918 t=6880
di yi bi 	第一筆	c=2 d=0.0677892 t=6880
di yi ci 	第一次	c=1 d=0.036334 t=6880
di yi ge 	第一個	c=2 d=0.945222 t=6880
di yi hang 	第一行	c=1 d=0.995012 t=6880
di yu 	低於	c=1 d=0.22091 t=6880
dian 	電	c=2 d=0.474734 t=6880
dian 	點	c=7 d=1.17799 t=6880
dian a 	殿呵	c=1 d=0.690734 t=6880
dian bei 	點唄	c=1 d=0.375311 t=6880
dian chi 	電池	c=2 d=0.330602 t=6880
dian feng 	巔峯	c=1 d=0.0629761 t=6880
dian hua 	電話	c=2 d=0.0207757 t=6880
dian liang 	點亮	c=2 d=0.7259 t=6880
dian lu 	電路	c=2 d=0.909537 t=6880
dian nao 	電腦	c=6 d=0.946485 t=6880
dian pu 	店鋪	c=1 d=0.0492917 t=6880
dian ying 	電影	c=2 d=1.19239 t=6880
diao 	掉	c=1 d=0.0581343 t=6880
ding 	定	c=1 d=0.105399 t=6880
ding 	頂	c=1 d=0.293758 t=6880
ding ji 	頂級	c=2 d=0.198891 t=6880
ding ji cheng xu yuan 	頂級程序員	c=1 d=0.0337087 t=6880
ding ju 	定局	c=1 d=0.0968105 t=6880
ding li 	鼎力	c=1 d=0.0550232 t=6880
ding xia lai 	定下來	c=1 d=0.447088 t=6880
ding yi 	定義	c=3 d=0.878183 t=6880
ding yue 	訂閱	c=5 d=3.16744 t=6880
dong 	懂	c=4 d=1.31224 t=6880
dong li 	動力	c=1 d=0.390628 t=6880
dong ma 	懂嗎	c=1 d=0.532592 t=6880
dong man 	動漫	c=6 d=1.38291 t=6880
dong tian 	冬天	c=2 d=0.390891 t=6880
dong xi 	東西	c=3 d=0.229948 t=6880
dou 	都	c=33 d=2.51476 t=6880
dou 	鬥	c=1 d=0.606531 t=6880
dou bu 	都不	c=0 d=0.0208045 t=6880
dou bu dian 	都不點	c=1 d=0.209088 t=6880
dou bu neng 	都不能	c=1 d=0.304221 t=6880
dou bu xi huan 	都不喜歡	c=1 d=0.0898153 t=6880
dou bu zhi dao 	都不知道	c=1 d=0.683861 t=6880
dou ke yi 	都可以	c=1 d=0.0495388 t=6880
dou mei 	都沒	c=2 d=0.381054 t=6880
dou mei you 	都沒有	c=1 d=0.0057994 t=6880
dou neng 	都能	c=1 d=0.225373 t=6880
dou ou 	鬥毆	c=0 d=0.00569831 t=6880
dou ou she me 	鬥毆什麼	c=1 d=0.0572688 t=6880
dou shi 	都是	c=18 d=1.60969 t=6880
dou you 	都有	c=1 d=0.740818 t=6880
dou zai 	都在	c=2 d=0.701173 t=6880
du 	讀	c=1 d=0.0925506 t=6880
du liu 	毒瘤	c=1 d=0.0808629 t=6880
du te 	獨特	c=1 d=0.0867261 t=6880
duan 	斷	c=1 d=0.618783 t=6880
duan kou 	端口	c=4 d=0.279244 t=6880
dui 	對	c=4 d=0.596319 t=6880
dui qi 	對其	c=1 d=0.644036 t=6880
dui qi 	對齊	c=2 d=0.66034 t=6880
dui xian 	對線	c=1 d=0.722527 t=6880
dui ying 	對應	c=1 d=0.985112 t=6880
dun 	蹲	c=1 d=0.574072 t=6880
duo 	多	c=8 d=1.04665 t=6880
duo ci yi ju 	多此一舉	c=1 d=0.211189 t=6880
duo shao 	多少	c=4 d=0.630578 t=6880
duo shao ren 	多少人	c=1 d=0.67032 t=6880
e 	額	c=2 d=0.249833 t=6880
e 	餓	c=1 d=0.0229371 t=6880
e a 	額啊	c=2 d=1.0603 t=6880
e ao 	額熬	c=1 d=0.546074 t=6880
e e 	哦哦	c=1 d=0.308819 t=6880
e lie 	惡劣	c=0 d=0.0527292 t=6880
e luo si 	俄羅斯	c=1 d=0.055299 t=6880
e ren 	惡人	c=1 d=0.161218 t=6880
e xin 	噁心	c=2 d=0.0889906 t=6880
ei 	誒	c=0 d=0.0960789 t=6880
en 	嗯	c=18 d=2.00703 t=6880
en 	恩	c=1 d=0.418952 t=6880
en en 	嗯嗯	c=0 d=0.0985112 t=6880
en en en en en en en en en en 	嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯	c=1 d=0.99005 t=6880
en ma cheng shi 	嗯麻城市	c=2 d=0.701173 t=6880
en na ge 	嗯那個	c=1 d=0.637628 t=6880
er bu shi 	而不是	c=2 d=0.555449 t=6880
er guo 	而過	c=1 d=0.392586 t=6880
er jin zhi 	二進制	c=1 d=0.287941 t=6880
er qie 	而且	c=1 d=0.120032 t=6880
er shi 	而是	c=3 d=0.932394 t=6880
er yi 	而已	c=2 d=0.204948 t=6880
fa 	法	c=1 d=0.609571 t=6880
fa 	發	c=6 d=1.57661 t=6880
fa bu 	發佈	c=1 d=0.0731678 t=6880
fa cai 	發財	c=10 d=1.27931 t=6880
fa e a 	發額啊	c=10 d=2.14066 t=6880
fa e a fa 	發額啊發	c=1 d=0.634448 t=6880
fa e a jiang li 	發額啊獎勵	c=1 d=0.519442 t=6880
fa gong zi 	發工資	c=0 d=0.0603506 t=6880
fa gong zi la 	發工資啦	c=1 d=0.606531 t=6880
fa hui 	發揮	c=1 d=0.17552 t=6880
fa sheng 	發生	c=2 d=0.416473 t=6880
fa song 	發送	c=1 d=0.287941 t=6880
fa xian 	發現	c=2 d=0.393073 t=6880
fan 	飯	c=1 d=0.980199 t=6880
fan bo 	反駁	c=1 d=0.960789 t=6880
fan er 	反而	c=4 d=1.29568 t=6880
fan er ao 	反而熬	c=2 d=1.06785 t=6880
fan er ji fen e lie 	反而雞粉惡劣	c=1 d=0.529935 t=6880
fan er wa li ji fen la jin lai 	反而瓦礫雞粉拉進來	c=1 d=0.278037 t=6880
fan jian 	犯賤	c=2 d=0.677057 t=6880
fan nao 	煩惱	c=1 d=0.315058 t=6880
fan qie 	番茄	c=1 d=0.00149594 t=6880
fan shen 	翻身	c=1 d=0.217621 t=6880
fan shi fu 	飯師傅	c=1 d=0.763379 t=6880
fan wen ju 	反問句	c=1 d=0.0131675 t=6880
fan yi 	翻譯	c=4 d=0.726907 t=6880
fan zheng 	反正	c=2 d=0.453918 t=6880
fang 	房	c=1 d=0.0163259 t=6880
fang 	放	c=4 d=1.37813 t=6880
fang 	防	c=1 d=0.680451 t=6880
fang an 	方案	c=2 d=0.444858 t=6880
fang bian 	方便	c=1 d=0.0958472 t=6880
fang dao 	防盜	c=1 d=0.0291588 t=6880
fang er hao 	方爾灝	c=1 d=0.548812 t=6880
fang fa 	方法	c=3 d=0.849362 t=6880
fang hua 	放話	c=1 d=0.0220377 t=6880
fang pi 	放屁	c=1 d=0.171187 t=6880
fang shi 	方式	c=2 d=0.662823 t=6880
fang wen 	訪問	c=1 d=0.0958472 t=6880
fang zai 	放在	c=3 d=0.466066 t=6880
fang zhi 	防止	c=1 d=0.100259 t=6880
fei 	廢	c=3 d=0.771129 t=6880
fei 	非	c=6 d=1.99172 t=6880
fei chang 	非常	c=1 d=0.198891 t=6880
fei le 	廢了	c=1 d=0.447088 t=6880
fei wu 	廢物	c=1 d=0.467666 t=6880
fei zhi 	廢紙	c=1 d=0.119433 t=6880
fen 	份	c=3 d=0.353455 t=6880
fen 	分	c=3 d=0.418613 t=6880
fen hong se 	粉紅色	c=1 d=0.585669 t=6880
fen pei 	分配	c=1 d=0.701173 t=6880
fen xiang 	分享	c=3 d=0.352852 t=6880
feng 	封	c=2 d=0.292591 t=6880
feng 	瘋	c=1 d=0.020141 t=6880
feng 	風	c=2 d=0.235036 t=6880
feng ge 	風格	c=1 d=0.0875977 t=6880
feng hao 	封號	c=1 d=0.0105145 t=6880
feng huang 	鳳凰	c=1 d=0.0739031 t=6880
feng ji xi chui 	風繼襲吹	c=1 d=0.112478 t=6880
feng nian 	鳳年	c=1 d=0.904837 t=6880
fo 	佛	c=1 d=0.008396 t=6880
fou 	否	c=1 d=0.0893673 t=6880
fu 	付	c=1 d=0.157237 t=6880
fu 	福	c=1 d=0.860708 t=6880
fu gai 	覆蓋	c=1 d=0.822835 t=6880
fu hao 	富豪	c=3 d=0.628305 t=6880
fu hao 	符號	c=3 d=2.3405 t=6880
fu le 	服了	c=1 d=0.527292 t=6880
fu po 	富婆	c=1 d=0.980199 t=6880
fu qin 	父親	c=1 d=0.900325 t=6880
fu weng 	富翁	c=1 d=0.955997 t=6880
fu wu qi 	服務器	c=2 d=0.23629 t=6880
fu ze 	負責	c=2 d=0.185049 t=6880
fu zhi 	複製	c=4 d=0.518518 t=6880
gai 	改	c=6 d=1.0152 t=6880
gai 	該	c=1 d=0.548812 t=6880
gai lv 	概率	c=2 d=1.46691 t=6880
gai nian 	概念	c=1 d=0.0668703 t=6880
gan 	幹	c=4 d=0.630122 t=6880
gan 	敢	c=6 d=1.60283 t=6880
gan 	趕	c=2 d=0.442639 t=6880
gan bei 	乾杯	c=9 d=0.986426 t=6880
gan dao 	感到	c=2 d=0.29671 t=6880
gan diao 	幹掉	c=1 d=0.0773047 t=6880
gan fan 	乾飯	c=1 d=0.951229 t=6880
gan ga 	尷尬	c=2 d=0.631342 t=6880
gan gai 	感概	c=1 d=0.0925506 t=6880
gan jiao 	感覺	c=11 d=1.36945 t=6880
gan ma 	幹嘛	c=1 d=0.102284 t=6880
gan si dui 	敢死隊	c=3 d=0.172669 t=6880
gan ta 	幹他	c=0 d=0.0436049 t=6880
gan ta ya 	幹他呀	c=1 d=0.438235 t=6880
gan xie 	感謝	c=1 d=0.308819 t=6880
gang 	剛	c=4 d=0.895763 t=6880
